iter	Logloss
259	0.4810304604
260	0.4805094911
261	0.4802553981
262	0.4797094979
263	0.4793230446
264	0.4790072382
265	0.4789110959
266	0.4788954727
267	0.4785328068
268	0.4781491392
269	0.4778122418
270	0.4773867623
271	0.4770598962
272	0.4767309786
273	0.4765083145
274	0.4762654015
275	0.4757803638
276	0.4756487307
277	0.4754162604
278	0.4751726418
279	0.4747241617
280	0.4742171031
281	0.4738104225
282	0.4734298383
283	0.4727031033
284	0.4724265277
285	0.4721081935
286	0.471712226
287	0.4712736404
288	0.4709044341
289	0.4704946569
290	0.4699929185
291	0.4697488417
292	0.4693344817
293	0.4689778707
294	0.4685537375
295	0.4684321088
296	0.468044218
297	0.4676507102
298	0.4670468567
299	0.4667439624
300	0.4663682861
301	0.4658808823
302	0.4654922097
303	0.465084413
304	0.4650043048
305	0.4645634136
306	0.4639402516
307	0.4634108313
308	0.4631059989
309	0.4625893353
310	0.4622156924
311	0.4617776251
312	0.4613021256
313	0.4608892686
314	0.4604376265
315	0.460202574
316	0.459929199
317	0.4597269563
318	0.459523813
319	0.459172053
320	0.4590804405
321	0.458731917
322	0.4582469942
323	0.4580850827
324	0.4578389192
325	0.4575220974
326	0.4570983054
327	0.456828006
328	0.4564662332
329	0.4562007039
330	0.4557947876
331	0.4553355929
332	0.4548745693
333	0.4545291946
334	0.4544619728
335	0.4541537956
336	0.4539061261
337	0.4537048522
338	0.4534740176
339	0.4532182392
340	0.4530613092
341	0.452875028
342	0.4528071001
343	0.4524256334
344	0.4518160477
345	0.4517278805
346	0.4515378033
347	0.4511115227
348	0.4507516088
349	0.450376325
350	0.4500474869
351	0.4497838323
352	0.4493037108
353	0.4488497704
354	0.4486353314
355	0.4483045428
356	0.4479945414
357	0.4478571963
358	0.4475423155
359	0.4470943946
360	0.4467743545
361	0.4466141841
362	0.4462368477
363	0.4458662389
364	0.4454618355
365	0.4451362286
366	0.4448306982
367	0.44433096
368	0.4439873066
369	0.4435624554
370	0.4433008843
371	0.4428946857
372	0.4426305379
373	0.4423754912
374	0.4420597517
375	0.4416512198
376	0.4413289166
377	0.4410312616
378	0.4407648696
379	0.4404033662
380	0.4398896414
381	0.4394907532
382	0.4392270121
383	0.4388106305
384	0.4385718676
385	0.43820414
386	0.4378607797
387	0.437556541
388	0.4372697567
389	0.4369758652
390	0.4367085345
391	0.4365200871
392	0.436203652
393	0.4359791889
394	0.4356081616
395	0.4352924249
396	0.4350759219
397	0.4347210393
398	0.4344383725
399	0.4342039008
400	0.433828099
401	0.4337469438
402	0.4334862373
403	0.4330706795
404	0.4327806605
405	0.4324423993
406	0.432330829
407	0.4320966493
408	0.431676548
409	0.4313419756
410	0.4310662219
411	0.4307137277
412	0.4304088677
413	0.4300791006
414	0.4296768182
415	0.429256546
416	0.4292537542
417	0.4289566607
418	0.4285594174
419	0.4281270806
420	0.4277331529
421	0.427504536
422	0.4272325245
423	0.4268769639
424	0.4264853086
425	0.426091235
426	0.4256853166
427	0.4255986601
428	0.4254457236
429	0.4249843904
430	0.4245023521
431	0.424376468
432	0.4241417906
433	0.4238813037
434	0.4234899878
435	0.4232672191
436	0.4230365709
437	0.4227363222
438	0.4225837882
439	0.4224544367
440	0.4222647049
441	0.4219956626
442	0.4215941559
443	0.4214879536
444	0.4211607358
445	0.4208910158
446	0.4207186935
447	0.420315737
448	0.4198030684
449	0.4194513484
450	0.4191821638
451	0.4187056739
452	0.4184660408
453	0.4181494238
454	0.417799794
455	0.4177602436
456	0.4174649619
457	0.4172330671
458	0.4170155808
459	0.4167402222
460	0.4164117534
461	0.4161828247
462	0.4159077453
463	0.41551983
464	0.4152415413
465	0.4150720121
466	0.4148638651
467	0.4145334899
468	0.4141915307
469	0.4139362272
470	0.4138128248
471	0.4136187691
472	0.4130819021
473	0.4126844236
474	0.4124075365
475	0.4118519242
476	0.4116595952
477	0.411453499
478	0.4112206072
479	0.4109289659
480	0.4105994003
481	0.4103353597
482	0.4101523892
483	0.4098388887
484	0.4095576231
485	0.4094133538
486	0.4091650056
487	0.4089897545
488	0.4088265921
489	0.4085022881
490	0.4082768236
491	0.4080370211
492	0.4078098702
493	0.4074202895
494	0.4070912361
495	0.406716222
496	0.4065972768
497	0.406190692
498	0.4059684079
499	0.4056965701
500	0.405571584
501	0.4052825753
502	0.4050153003
503	0.4047960703
504	0.4046021499
505	0.4044455804
506	0.4041417703
507	0.4039963355
508	0.4038617297
509	0.4036143478
510	0.4033706355
511	0.4031426751
512	0.4028612149
513	0.402656311
514	0.4023972191
515	0.4020939433
516	0.4018631617
517	0.4017378754
518	0.4013200403
519	0.4010882136
520	0.4007497712
521	0.4005655081
522	0.4003436606
523	0.4001768799
524	0.4000698151
525	0.399829338
526	0.3995246172
527	0.3991872892
528	0.3988195462
529	0.3985703601
530	0.398192879
531	0.3978449441
532	0.3976095888
533	0.3976048763
534	0.3973677445
535	0.3972997761
536	0.3972079328
537	0.3969652088
538	0.3966647865
539	0.3963816752
540	0.3963100483
541	0.3959946692
542	0.3956973029
543	0.3954248295
544	0.3952411948
545	0.3952203878
546	0.3950534152
547	0.39478481
548	0.3944138134
549	0.3941648661
550	0.3939630413
551	0.3937003442
552	0.3935027325
553	0.3931207483
554	0.3929551243
555	0.3926926976
556	0.3923281812
557	0.3920930267
558	0.3919127397
559	0.3917706918
560	0.3915613274
561	0.3910798408
562	0.3908341986
563	0.3905203291
564	0.3901629882
565	0.3898424837
566	0.3898412987
567	0.3895951992
568	0.3893712535
569	0.389368497
570	0.3891488432
571	0.3887296377
572	0.3885352218
573	0.3884130386
574	0.3880755635
575	0.3878659225
576	0.3878283073
577	0.3876410817
578	0.3873875571
579	0.387217028
580	0.3869549536
581	0.3868210217
582	0.3866128933
583	0.3864118757
584	0.3862789334
585	0.386073232
586	0.3858967716
587	0.3856774675
588	0.3853210299
589	0.3849629698
590	0.3846267893
591	0.3842574345
592	0.3839882508
593	0.3836750562
594	0.3833936349
595	0.3831399918
596	0.3829020605
597	0.382611459
598	0.3822876338
599	0.3819768383
600	0.3816560859
601	0.3815039847
602	0.381381597
603	0.3811506405
604	0.3809278837
605	0.3807180629
606	0.3804543348
607	0.3802168971
608	0.379943931
609	0.3796736148
610	0.3793560936
611	0.3789283504
612	0.3787286554
613	0.3785367554
614	0.3782954975
615	0.3780166643
616	0.3778265873
617	0.3775195961
618	0.3773162507
619	0.3771397815
620	0.3768014951
621	0.3766236981
622	0.3764405845
623	0.3761936505
624	0.3759926597
625	0.3757936428
626	0.3754951493
627	0.3752402798
628	0.3749771224
629	0.3747407425
630	0.3743672473
631	0.3741189382
632	0.3738626818
633	0.3737979906
634	0.3735246292
635	0.3732385578
636	0.373022609
637	0.3728839726
638	0.3726631667
639	0.3723886794
640	0.3722640476
641	0.3720574266
642	0.3718793135
643	0.3717111076
644	0.3713994799
645	0.3712269698
646	0.3708488118
647	0.370716543
648	0.3705566193
649	0.3703489838
650	0.3702401326
651	0.3699138372
652	0.3698123072
653	0.3697730699
654	0.3694819709
655	0.369376047
656	0.3692629762
657	0.3689634695
658	0.368660505
659	0.3684367477
660	0.3683373241
661	0.3681521405
662	0.3679880271
663	0.3676120266
664	0.3674207597
665	0.3672751472
666	0.3670890136
667	0.3668694432
668	0.3666768341
669	0.3663554282
670	0.3661194565
671	0.3658285051
672	0.3655489272
673	0.3651356683
674	0.3648152783
675	0.364643239
676	0.3643308218
677	0.3641303141
678	0.3638709072
679	0.3636585784
680	0.3634189975
681	0.3633976174
682	0.3631332359
683	0.3630087865
684	0.3627921701
685	0.3625518241
686	0.3622630106
687	0.3619667376
688	0.3617739342
689	0.3614668414
690	0.361239975
691	0.3611177709
692	0.3608488468
693	0.3606000206
694	0.3603003898
695	0.3600559097
696	0.3599197136
697	0.3595080914
698	0.3593237562
699	0.3590323331
700	0.358813493
701	0.358577035
702	0.3582290904
703	0.3580112059
704	0.35781387
705	0.3577353822
706	0.3573829702
707	0.3572032374
708	0.3569751854
709	0.3567868273
710	0.356549546
711	0.3563999188
712	0.3562157743
713	0.356046024
714	0.3556174614
715	0.3554146148
716	0.3551729317
717	0.3548352179
718	0.3547094948
719	0.3545846856
720	0.3544081809
721	0.3543034439
722	0.3540263209
723	0.3539008183
724	0.3535898356
725	0.3534581497
726	0.353247555
727	0.3530066735
728	0.3527330214
729	0.3525907115
730	0.3523976962
731	0.3522885267
732	0.3520553816
733	0.3518997513
734	0.3517120322
735	0.3515204813
736	0.3512076688
737	0.3510196943
738	0.3508435569
739	0.3506436226
740	0.350430299
741	0.3502768432
742	0.3501103202
743	0.3499784049
744	0.3497639122
745	0.3495475718
746	0.3493354797
747	0.3490488897
748	0.3488504666
749	0.3486539924
750	0.3483324048
751	0.3480513707
752	0.3478995396
753	0.3476316785
754	0.3473215727
755	0.3471434771
756	0.3469575364
757	0.3467397749
758	0.3466235546
759	0.3464573963
760	0.3462097396
761	0.3459435346
762	0.3457248057
763	0.3455288966
764	0.3453873598
765	0.3452785302
766	0.3450436399
767	0.3448078832
768	0.3445398192
769	0.3444411361
770	0.3441864018
771	0.3438964805
772	0.3436460736
773	0.3434751785
774	0.3432550307
775	0.3430337589
776	0.3427487572
777	0.3425807682
778	0.3423308228
779	0.3420166547
780	0.3418671095
781	0.3417756604
782	0.3416136755
783	0.34141294
784	0.3413054151
785	0.3411256404
786	0.340955287
787	0.3406949026
788	0.340574073
789	0.3404527951
790	0.3402361104
791	0.3400149153
792	0.3398352623
793	0.3396894492
794	0.3394955801
795	0.3392112138
796	0.3390081553
797	0.3388363328
798	0.3385849154
799	0.3383962209
800	0.3382227257
801	0.3379673803
802	0.3377494266
803	0.337346269
804	0.3371641439
805	0.3369587484
806	0.3367501072
807	0.3365777019
808	0.33632497
809	0.3361770587
810	0.3358567809
811	0.3357016174
812	0.3354993216
813	0.3353352443
814	0.3350889555
815	0.3349165763
816	0.3347429911
817	0.3346041491
818	0.3343871144
819	0.3341715063
820	0.3339121352
821	0.3337521071
822	0.3334872769
823	0.3332822269
824	0.3330115769
825	0.332716717
826	0.3324674196
827	0.3322993214
828	0.3321572833
829	0.3319682505
830	0.3318757153
831	0.3316436144
832	0.3314573937
833	0.3312580866
834	0.3308924093
835	0.330761721
836	0.3305388041
837	0.330337466
838	0.330082012
839	0.3297843907
840	0.3295989625
841	0.3293166908
842	0.3290318733
843	0.3288697286
844	0.3287468228
845	0.3285829972
846	0.3283611422
847	0.3280513284
848	0.3278526207
849	0.3275641368
850	0.3274227615
851	0.3270875745
852	0.326798981
853	0.3264298908
854	0.3263044912
855	0.326188285
856	0.3260450514
857	0.3258712796
858	0.3256742223
859	0.3256277167
860	0.325599263
861	0.3254586417
862	0.3251565508
863	0.3248819366
864	0.3246839633
865	0.3244088188
866	0.324227487
867	0.3240052391
868	0.3237878772
869	0.3234510068
870	0.3233317551
871	0.3230540073
872	0.3227705013
873	0.3224674349
874	0.3222093279
875	0.3219815496
876	0.3218697617
877	0.3216421844
878	0.3215461868
879	0.3212632064
880	0.3211221017
881	0.3209415911
882	0.320728805
883	0.3204230788
884	0.3203304286
885	0.3201035839
886	0.3198673601
887	0.3195504115
888	0.3193214165
889	0.3192180287
890	0.3189773027
891	0.3187814676
892	0.318505729
893	0.3182749714
894	0.3181940622
895	0.3180525184
896	0.3177373752
897	0.3173378665
898	0.3172297282
899	0.3171069906
900	0.3169280394
901	0.3167630323
902	0.31661063
903	0.3163370184
904	0.3160576128
905	0.3158071629
906	0.3156111862
907	0.3153565174
908	0.3151990849
909	0.3149613849
910	0.314715837
911	0.314453755
912	0.3140365026
913	0.3139200261
914	0.3136856232
915	0.3135161105
916	0.3132446506
917	0.3130800354
918	0.3129029624
919	0.3127699199
920	0.3126195822
921	0.3124776841
922	0.3123349467
923	0.3121397764
924	0.3119967723
925	0.3117864269
926	0.3115900864
927	0.311378823
928	0.3111612697
929	0.3108834241
930	0.3106110778
931	0.3103040475
932	0.3100735839
933	0.3097490691
934	0.3095535719
935	0.3092672276
936	0.3091073311
937	0.3089659698
938	0.3087830583
939	0.3086477945
940	0.3084800124
941	0.3082731182
942	0.3079867215
943	0.3078172441
944	0.3074794616
945	0.3073359467
946	0.3070665015
947	0.3069559451
948	0.3066909414
949	0.3065105497
950	0.3063828371
951	0.3062265912
952	0.3060099844
953	0.3058948636
954	0.3057078254
955	0.3054614114
956	0.3051730707
957	0.3048341348
958	0.304608334
959	0.3043323558
960	0.3041445546
961	0.3040012854
962	0.3037348562
963	0.3036509617
964	0.3035343677
965	0.3033480667
966	0.3031296024
967	0.3030281016
968	0.3028725128
969	0.3025714942
970	0.3023996112
971	0.3022920848
972	0.3020335143
973	0.3017786536
974	0.3015898772
975	0.301284879
976	0.3010639748
977	0.300811309
978	0.3005595064
979	0.3003927951
980	0.3002101051
981	0.2999840869
982	0.2998071445
983	0.2995239135
984	0.299396503
985	0.2991991108
986	0.299028854
987	0.2988984579
988	0.2988071942
989	0.2985932378
990	0.2983098519
991	0.2982108318
992	0.2980273534
993	0.2977931366
994	0.2976589321
995	0.2973518244
996	0.2970989168
997	0.2969581952
998	0.2968151819
999	0.2965532387
